YEAR,CONAME,SALES,ROEPER,ROA,MKTVAL,GVKEY,TICKER,EXEC_FULLNAME,TITLEANN,SALARY,BONUS,TDC1,RSTKGRNT,OPTION_AWARDS_BLK_VALUE,Majority_Independent,Nom,CG,Comp,Audit
2004,MEDTRONIC PLC,10054.6,17.263,10.855,63741.757,007228,MDT,"Arthur D. Collins, Jr.",chairman & CEO,1125,1295.663,9759.843000000001,2000,4000.942,1,0,1,0,0
2005,MEDTRONIC PLC,11292,27.143,12.951,60495.441,007228,MDT,"Arthur D. Collins, Jr.",chairman & CEO,1175,1827.125,9986.24,2000.028,3842.736,0,0,0,0,0
2000,MDU RESOURCES GROUP INC,1873.671,12.515,4.767,2094.008,006867,MDU,Martin A. White,"chairman, president & CEO",394.269,333.239,1323.851,198.125,0,1,0,0,0,0
2001,MDU RESOURCES GROUP INC,2223.632,13.975,5.912,1946.488,006867,MDU,Martin A. White,"chairman, president & CEO",450,374.5,2826.503,594.8,1402.103,1,0,0,0,0
2002,MDU RESOURCES GROUP INC,2004.137,11.504,5.028,1904.081,006867,MDU,Martin A. White,"chairman, president & CEO",517.038,509.34,1031.878,0,0,1,0,0,0,0
2003,MDU RESOURCES GROUP INC,2352.189,12.691,5.389,2696.125,006867,MDU,Martin A. White,"chairman, president & CEO",596.308,1200,2575.04,0,0,1,1,0,0,1
2004,MDU RESOURCES GROUP INC,2719.257,12.388,5.528,3150.828,006867,MDU,Martin A. White,"chairman, president & CEO",647.5,1265.55,2356.108,0,0,1,0,0,0,1
2005,MDU RESOURCES GROUP INC,3455.414,14.622,6.203,3924.347,006867,MDU,Martin A. White,chairman & CEO,697.115,1400,2611.322,0,0,1,0,0,0,0
2002,MEADE INSTRUMENTS CORP,110.817,1.889,1.358,58.162,064595,MEAD,John C. Diebel,chairman & CEO,500,0,679.857,0,179.857,1,0,0,0,1
2003,MEADE INSTRUMENTS CORP,138.281,3.779,2.769,74.81999999999999,064595,MEAD,Steven G. Murdock,"president, CEO & secretary",443,325.3,937.131,0,168.831,1,1,1,0,1
2004,MEADE INSTRUMENTS CORP,111.799,-1.347,-.986,62.006,064595,MEAD,Steven G. Murdock,"president, CEO & secretary",450,0,685.989,0,235.989,1,1,1,0,1
2005,MEADE INSTRUMENTS CORP,119.835,-27.026,-19.352,57.011,064595,MEAD,Steven G. Murdock,"president, CEO & secretary",450,0,615,165,0,1,1,1,0,1
2000,MEDIMMUNE INC,540.495,17.186,14.403,10005.934,024008,MEDI,Wayne T. Hockmeyer,chairman & CEO,637.953,800,26182.304,0,24744.351,1,0,0,1,0
2001,MEDIMMUNE INC,618.679,14.264,12.216,9920.939,024008,MEDI,David M. Mott,vice chairman & CEO,725,900,19297.302,0,17672.302,1,0,0,1,0
2002,MEDIMMUNE INC,847.739,-65.46599999999999,-50.177,6819.969,024008,MEDI,David M. Mott,vice chairman & CEO,833.333,1200,20315.15,0,18281.817,1,0,0,0,0
2003,MEDIMMUNE INC,1054.334,10.782,6.555,6282.464,024008,MEDI,David M. Mott,vice chairman & CEO,891.667,600,13898.388,0,12406.721,1,0,0,0,0
2004,MEDIMMUNE INC,1141.1,-.227,-.148,6742.853,024008,MEDI,David M. Mott,"vice chairman, president & CEO",941.667,1000,11382.334,0,9440.666999999999,1,0,0,0,0
2005,MEDIMMUNE INC,1243.9,-1.057,-.597,8616.950999999999,024008,MEDI,David M. Mott,"vice chairman, president & CEO",991.667,1300,8958.199000000001,0,6666.532,1,0,0,0,0
2000,MEDQUIST INC,364.149,12.187,11.069,587.3920000000001,025216,MEDQ,David A. Cohen,chairman & CEO,460,241.5,2369.828,0,1663.797,1,0,0,0,0
2001,MEDQUIST INC,405.308,12.235,11.048,1078.945,025216,MEDQ,David A. Cohen,"chairman, president & CEO",474,319.95,1842.697,0,1044.315,0,0,0,0,0
2001,MASSEY ENERGY CO,1253.756,-.121,-.046,1525.2,141400,MEE,Donald L. Blankenship,"chairman, president & CEO",881,700,5134.71,1336.388,1562.373,1,1,1,1,1
2002,MASSEY ENERGY CO,1603.305,-4.03,-1.453,732.091,141400,MEE,Donald L. Blankenship,"chairman, president & CEO",1000,350,13248.987,2427.167,9267.018,1,1,1,0,0
2003,MASSEY ENERGY CO,1535.132,-4.26,-1.36,1567.176,141400,MEE,Donald L. Blankenship,"chairman, president & CEO",1000,280,6274.913,4345.657,401.326,1,1,1,0,0
2004,MASSEY ENERGY CO,1766.644,1.783,.523,2657.738,141400,MEE,Donald L. Blankenship,"chairman, president & CEO",1000,612.5,6740.832,4229.651,428.264,1,1,1,0,0
2005,MASSEY ENERGY CO,2120.16,-12.086,-3.403,2912.62,141400,MEE,Donald L. Blankenship,"chairman, president & CEO",1000,11475.03,32640.015,790.397,3805.296,1,1,1,0,1
2001,MIDWEST AIR GROUP INC,457.442,-13.002,-4.174,201.933,061339,MEH,Timothy E. Hoeksema,"chairman, president & CEO",342,25.803,1159.004,0,743.7910000000001,1,0,0,0,0
2002,MIDWEST AIR GROUP INC,426.974,-8.433,-2.802,82.98399999999999,061339,MEH,Timothy E. Hoeksema,"chairman, president & CEO",330,25.803,1277.153,0,879.287,1,0,0,0,0
2003,MIDWEST AIR GROUP INC,383.948,-10.681,-3.351,73.254,061339,MEH,Timothy E. Hoeksema,"chairman, president & CEO",285,25.881,534.52,0,186.362,1,0,0,0,0
2000,MENTOR GRAPHICS CORP,589.835,17.371,10.357,1771.639,007251,MENT,Walden C. Rhines,chairman & CEO,504.7,1734.8,5005.212,0,2760.612,1,1,0,0,1
2001,MENTOR GRAPHICS CORP,600.371,9.535,5.968,1519.911,007251,MENT,Walden C. Rhines,chairman & CEO,539.9,158.5,2511.129,0,1807.629,1,1,0,0,1
2002,MENTOR GRAPHICS CORP,596.179,-3.979,-1.778,523.303,007251,MENT,Walden C. Rhines,chairman & CEO,550,0,1111.503,0,556.003,1,1,0,0,0
2003,MENTOR GRAPHICS CORP,675.668,2.119,.843,991.5119999999999,007251,MENT,Walden C. Rhines,chairman & CEO,562.5,1044.119,3780.593,0,2167.974,1,1,0,1,1
2004,MENTOR GRAPHICS CORP,710.956,-4.738,-2.011,1167.116,007251,MENT,Walden C. Rhines,chairman & CEO,580.75,0,1810.263,0,1223.363,1,1,0,1,1
2005,MENTOR GRAPHICS CORP,705.249,1.296,.569,818.6900000000001,007251,MENT,Walden C. Rhines,chairman & CEO,595.298,0,1775.266,0,1173.668,1,1,0,0,1
2000,MERCURY INTERACTIVE CORP,307,21.351,6.627,7208.358,029095,MERQ,Amnon Landan,"chairman, president & CEO",480,600,20622.957,0,19542.957,1,0,0,1,1
2001,MERCURY INTERACTIVE CORP,361,5.035,1.923,2810.826,029095,MERQ,Amnon Landan,"chairman, president & CEO",466.667,425,32801.146,0,31909.479,1,0,0,1,1
2002,MERCURY INTERACTIVE CORP,400.122,14.647,6.061,2504.002,029095,MERQ,Amnon Landan,"chairman, president & CEO",756.25,400,16753.298,0,15472.64,1,0,0,1,1
2003,MERCURY INTERACTIVE CORP,506.473,5.927,2.107,4379.254,029095,MERQ,Amnon Landan,"chairman, president & CEO",750,400,15150.79,0,13948.186,1,0,0,0,0
2004,MERCURY INTERACTIVE CORP,686.071,9.537000000000001,2.671,3855.306,029095,MERQ,Amnon Landan,chairman & CEO,750,800,1624.592,0,0,1,0,0,0,0
2001,METLIFE INC,31928,2.945,.184,22960.904,133768,MET,Robert Herman Benmosche,"chairman, president & CEO",1000,3300,12908.736,0,3792.069,1,0,0,0,0
2002,METLIFE INC,33147,6.644,.416,18935.517,133768,MET,Robert Herman Benmosche,"chairman, president & CEO",1080.769,3500,14113.355,0,5708.262,1,0,0,0,0
2003,METLIFE INC,35789,9.186999999999999,.594,25594.688,133768,MET,Robert Herman Benmosche,chairman & CEO,1100,3400,11645.633,0,3971.943,1,0,0,0,0
2004,METLIFE INC,39014,11.865,.759,30153.051,133768,MET,Robert Herman Benmosche,chairman & CEO,1100,3800,13643.694,0,4689.009,1,0,0,0,0
2005,METLIFE INC,44776,10.57,.639,37106.573,133768,MET,Robert Herman Benmosche,chairman & CEO,1100,6250,21112.95,0,4540.669,1,0,0,0,0
2004,MCAFEE INC,910.542,18.736,10.058,4634.355,025783,MFE,George Samenuk,chairman & CEO,773.333,1075,5748.601,0,3821.945,1,0,0,0,0
2005,MCAFEE INC,987.299,9.541,5.253,4551.464,025783,MFE,George Samenuk,chairman & CEO,835.224,1000,5452.517,0,3530.334,1,0,0,0,0
2004,MULTIMEDIA GAMES HOLDING CO,153.675,21.827,15.074,471.789,062107,MGAM,Clifton E. Lind,president & CEO,437.885,25,479.615,0,0,1,1,1,1,1
2005,MULTIMEDIA GAMES HOLDING CO,153.216,11.102,6.927,263.471,062107,MGAM,Clifton E. Lind,president & CEO,467.553,17,504.064,0,0,1,1,1,1,1
2005,MONEYGRAM INTERNATIONAL INC,971.236,17.978,1.236,2221.234,005342,MGI,Philip W. Milne,president & CEO,587.115,1056.8,2788.425,512.75,536.234,1,0,0,0,0
2000,MOHAWK INDUSTRIES INC,3255.846,21.555,9.07,1440.609,025119,MHK,David L. Kolb,chairman & CEO,582,512.407,1201.182,86.657,16.668,1,0,0,0,0
2001,MOHAWK INDUSTRIES INC,3445.945,19.882,10.664,2887.347,025119,MHK,Jeffrey S. Lorberbaum,president & chief operating officer,575,503.125,1957.242,118.577,757.09,1,0,0,0,0
2002,MOHAWK INDUSTRIES INC,4522.336,14.347,7.91,3778.291,025119,MHK,Jeffrey S. Lorberbaum,president & chief operating officer,635,698.5,1522.176,80.898,102.778,0,0,0,0,0
2003,MOHAWK INDUSTRIES INC,5005.053,13.498,7.449,4689.781,025119,MHK,Jeffrey S. Lorberbaum,president & CEO,667,510.725,1261.294,0,78.569,1,0,0,0,0
2004,MOHAWK INDUSTRIES INC,5880.372,13.825,8.372,6084.185,025119,MHK,Jeffrey S. Lorberbaum,"chairman, president & CEO",720,756,1921.129,118.716,321.288,1,0,0,0,0
2005,MOHAWK INDUSTRIES INC,6620.099,11.833,4.482,5818.266,025119,MHK,Jeffrey S. Lorberbaum,"chairman, president & CEO",825,556.875,1764.455,0,377.33,1,0,0,0,0
2005,M/I HOMES INC,1347.646,17.008,7.58,582.206,012615,MHO,Robert H. Schottenstein,president & CEO,550,1925,4308.261,0,1573.704,1,0,0,0,0
2004,MEDCO HEALTH SOLUTIONS INC,35351.9,8.42,4.569,11335.834,007186,MHS,"David B. Snow, Jr.","chairman, president & CEO",947.692,950,5396.966,0,3490.049,1,0,0,0,0
2005,MEDCO HEALTH SOLUTIONS INC,37870.9,7.794,4.393,17161.625,007186,MHS,"David B. Snow, Jr.",chairman & CEO,1073.462,1500,8466.708000000001,2340.7,3543.096,1,0,0,0,0
2003,MICHAELS COS INC,3091.256,15.236,9.871,3036.794,007316,MIK,R. Michael Rouleau,president & CEO,740.385,280,2740.257,0,1577.114,1,1,1,1,1
2004,MICHAELS COS INC,3393.251,15.558,9.557,4144.577,007316,MIK,R. Michael Rouleau,president & CEO,771.808,450,3579.435,0,2154.458,1,1,1,1,1
2003,MOBILE MINI INC,146.568,3.123,1.148,282.943,029734,MINI,Steven G. Bunger,"chairman, president & CEO",308.2,123.48,972.1559999999999,0,539.976,1,0,0,0,0
2004,MOBILE MINI INC,168.341,9.548,3.489,482.45,029734,MINI,Steven G. Bunger,"chairman, president & CEO",324.135,372.755,1418.822,0,721.432,1,1,1,0,0
2005,MOBILE MINI INC,207.17,12.683,4.821,720.717,029734,MINI,Steven G. Bunger,"chairman, president & CEO",340.342,391.396,1517.587,785.349,0,1,1,1,0,0
2001,MIPS TECHNOLOGIES INC,84.90900000000001,16.138,14.101,563.294,112095,MIPS,John E. Bourgoin,president & CEO,375,0,6104.252,0,5729.252,1,1,0,1,1
2002,MIPS TECHNOLOGIES INC,47.761,-8.102,-7.28,226.897,112095,MIPS,John E. Bourgoin,president & CEO,375,0,5028.478,0,4653.478,1,1,0,1,1
2000,MCCORMICK & CO INC,2123.5,38.269,8.284000000000001,2548.902,007146,MKC,Robert John Lawless,"chairman, president & CEO",633.033,899.6,3296.304,0,794.213,0,0,0,0,0
2001,MCCORMICK & CO INC,2372.3,31.656,8.273,2969.831,007146,MKC,Robert John Lawless,"chairman, president & CEO",701.367,1120,3195.515,0,1354.641,0,0,0,0,0
2002,MCCORMICK & CO INC,2320,30.356,9.311999999999999,3328.284,007146,MKC,Robert John Lawless,"chairman, president & CEO",768.867,1280,5372.115,0,1401.075,0,0,0,0,0
2003,MCCORMICK & CO INC,2269.6,26.377,9.273,3981.89,007146,MKC,Robert John Lawless,"chairman, president & CEO",888.75,1387.54,3934.82,0,1650.53,0,0,0,0,0
2004,MCCORMICK & CO INC,2526.2,24.109,9.052,4984.003,007146,MKC,Robert John Lawless,"chairman, president & CEO",980,1029.544,6563.726,0,2128.71,1,0,0,0,0
2005,MCCORMICK & CO INC,2592,26.866,9.456,4179.424,007146,MKC,Robert John Lawless,"chairman, president & CEO",990,497.525,3136.178,0,1640.453,1,0,0,0,0
2000,MILLER (HERMAN) INC,2236.2,40.996,14.461,2047.235,007401,MLHR,Michael A. Volkema,"chairman, president & CEO",500,277.481,1878.914,0,1093.077,1,0,0,0,0
2001,MILLER (HERMAN) INC,1468.7,-21.293,-7.107,1783.734,007401,MLHR,Michael A. Volkema,"chairman, president & CEO",500,0,6888.724,2682,3701.461,1,0,0,0,0
2002,MILLER (HERMAN) INC,1336.5,12.199,3.036,1407.275,007401,MLHR,Michael A. Volkema,chairman & CEO,400,0,406.533,0,0,1,0,0,0,0
2003,MILLER (HERMAN) INC,1338.3,21.994,5.989,1733.519,007401,MLHR,Brian C. Walker,president & CEO,375,143.194,2354.83,0,1699.784,1,0,0,0,0
2005,MILLER (HERMAN) INC,1737.2,71.676,14.85,1938.426,007401,MLHR,Brian C. Walker,president & CEO,569.231,884.215,1881.255,0,231.691,1,0,0,0,0
2000,MUELLER INDUSTRIES,1206.967,15.094,10.183,895.859,015343,MLI,William D. O'Hagan,president & CEO,520.26,494.247,1039.09,0,0,0,0,0,0,0
2001,MUELLER INDUSTRIES,1045.479,9.949999999999999,7.309,1111.913,015343,MLI,William D. O'Hagan,president & CEO,546.26,382.382,935.442,0,0,0,0,0,0,0
2002,MUELLER INDUSTRIES,955.347,9.446,7.205,933.422,015343,MLI,William D. O'Hagan,president & CEO,546.26,768.947,2827.726,0,1504.519,0,0,0,0,0
2003,MUELLER INDUSTRIES,1001.899,5.427,4.191,1177.448,015343,MLI,William D. O'Hagan,president & CEO,573.573,544.894,2276.311,0,1149.844,1,0,0,0,0
2004,MUELLER INDUSTRIES,1380.829,22.582,8.24,1170.245,015343,MLI,William D. O'Hagan,president & CEO,595.634,1191.266,3304.416,0,1509.316,1,0,0,0,1
2005,MUELLER INDUSTRIES,1732.034,21.096,8.077,1004.504,015343,MLI,William D. O'Hagan,president & CEO,723.573,1447.146,2919.263,0,740.144,1,0,0,0,0
2000,MARTIN MARIETTA MATERIALS,1517.517,12.977,6.084,1978.202,029733,MLM,"Stephen P. Zelnak, Jr.","chairman, president & CEO",655,312.5,3123.833,0,1603.864,1,0,0,0,0
2001,MARTIN MARIETTA MATERIALS,1718.05,10.307,4.736,2261.172,029733,MLM,"Stephen P. Zelnak, Jr.","chairman, president & CEO",708.333,317.5,3765.007,222.206,1951.58,1,0,0,0,0
2002,MARTIN MARIETTA MATERIALS,1692.437,9.032,4.331,1496.852,029733,MLM,"Stephen P. Zelnak, Jr.","chairman, president & CEO",770,307.5,3115.658,0,1646.897,1,0,0,0,1
2003,MARTIN MARIETTA MATERIALS,1711.453,8.946999999999999,4.338,2298.242,029733,MLM,"Stephen P. Zelnak, Jr.","chairman, president & CEO",816.679,380,5516.926,2096.194,1654.481,1,0,0,0,1
2004,MARTIN MARIETTA MATERIALS,1759.613,11.113,5.441,2576.968,029733,MLM,"Stephen P. Zelnak, Jr.","chairman, president & CEO",860,430,3695.624,74.673,1725.654,1,0,0,0,1
2005,MARTIN MARIETTA MATERIALS,2004.243,16.658,8.035,3556.969,029733,MLM,"Stephen P. Zelnak, Jr.","chairman, president & CEO",908.333,600,4157.762,1266.674,625.335,1,0,0,0,0
2000,MILLENNIUM PHARMACEUTICALS,196.269,-16.932,-13.665,13150.479,062784,MLNM,Mark J. Levin,"chairman, president & CEO",400.575,0,13459.968,0,13052.112,1,0,0,0,0
2001,MILLENNIUM PHARMACEUTICALS,246.216,-12.243,-10.065,5484.946,062784,MLNM,Mark J. Levin,"chairman, president & CEO",405.997,365.765,9223.984,0,8442.853999999999,1,0,0,0,0
2002,MILLENNIUM PHARMACEUTICALS,353.033,-20.34,-14.764,2285.021,062784,MLNM,Mark J. Levin,"chairman, president & CEO",482.001,0,5703.348,0,5209.991,0,0,0,0,0
2003,MILLENNIUM PHARMACEUTICALS,433.687,-19.336,-16.068,5619.059,062784,MLNM,Mark J. Levin,"chairman, president & CEO",500,250,4097.825,0,3336.469,1,0,0,0,0
2004,MILLENNIUM PHARMACEUTICALS,448.206,-11.1,-9.151,3714.354,062784,MLNM,Mark J. Levin,"chairman, president & CEO",519.231,200,5263.58,0,4532.64,1,0,0,0,0
2005,MILLENNIUM PHARMACEUTICALS,558.308,-9.433,-7.843,3011.384,062784,MLNM,Mark J. Levin,"chairman, president & CEO",398.667,0,2609.027,0,2150.973,1,1,1,0,0
2000,MARSH & MCLENNAN COS,10157,22.59,8.577,31745.961,007065,MMC,Jeffrey W. Greenberg,chairman & CEO,1200,1500,14180.897,4101.064,6980.933,0,0,0,0,0
2001,MARSH & MCLENNAN COS,9943,18.829,7.327,29510.498,007065,MMC,Jeffrey W. Greenberg,chairman & CEO,1200,3750.037,13876.148,839.02,7849.547,1,0,0,0,0
2002,MARSH & MCLENNAN COS,10440,27.202,9.852,24817.635,007065,MMC,Jeffrey W. Greenberg,chairman & CEO,1200,4500.04,17171.479,921.15,8302.656000000001,0,0,0,0,0
2003,MARSH & MCLENNAN COS,11588,28.252,10.231,25393.241,007065,MMC,Jeffrey W. Greenberg,chairman & CEO,1200,3500.042,21242.696,9117.612999999999,6831.146,1,0,0,0,0
2004,MARSH & MCLENNAN COS,12121,3.481,.96,17335.898,007065,MMC,Jeffrey W. Greenberg,chairman & CEO,1000,0,8947.752,4385.339,3470.894,1,0,0,0,0
2005,MARSH & MCLENNAN COS,11652,6.884,2.062,17299.672,007065,MMC,Michael Griffin Cherkasky,president & CEO,1000,2500,10954.677,3750.01,3566.211,1,0,0,0,0
2000,3M CO,16724,28.434,12.787,47529.177,007435,MMM,Livio D. DeSimone,chairman & CEO,1047.6,1285.837,8537.368,910.61,3604.49,1,0,0,0,0
2001,3M CO,16079,23.497,9.789999999999999,46348.486,007435,MMM,"W. James McNerney, Jr.",chairman & CEO,1300,2400,10678.954,0,5811.935,1,0,0,0,0
2002,3M CO,16332,32.938,12.878,48111.29,007435,MMM,"W. James McNerney, Jr.",chairman & CEO,1400,3310.83,11979.185,0,6957.872,1,1,1,0,1
2003,3M CO,18232,30.476,13.653,66738.601,007435,MMM,"W. James McNerney, Jr.",chairman & CEO,1540,3222.459,12132.478,0,7155.117,1,1,1,1,0
2004,3M CO,20011,28.811,14.439,63894.285,007435,MMM,"W. James McNerney, Jr.",chairman & CEO,1624.333,3522.149,14725.491,0,8793.358,1,0,0,0,0
2005,3M CO,21167,32.02,15.766,58894.73,007435,MMM,Robert S. Morrison,chairman & CEO,604.545,828.808,3205.85,0,1743.332,1,0,0,0,0
2000,MAXIMUS INC,399.164,14.583,11.86,467.28,064901,MMS,David V. Mastran,president & CEO,350,0,350,0,0,0,0,0,0,0
2001,MAXIMUS INC,487.26,13.305,11.533,910.612,064901,MMS,David V. Mastran,president & CEO,350,0,350,0,0,0,0,0,0,0
2002,MAXIMUS INC,518.698,13.354,11.459,485.811,064901,MMS,David V. Mastran,president & CEO,375,0,375,0,0,0,0,0,0,0
2003,MAXIMUS INC,558.283,10.606,8.516999999999999,719.626,064901,MMS,David V. Mastran,CEO,395.155,0,395.155,0,0,0,0,0,0,0
2004,MAXIMUS INC,603.774,10.38,8.343,624.975,064901,MMS,David V. Mastran,CEO,458.058,0,458.058,0,0,0,0,0,0,0
2005,MAXIMUS INC,647.538,8.885,6.747,766.837,064901,MMS,Lynn P. Davenport,president & CEO,525,300,1713.846,499.765,382.781,1,1,1,0,0
2004,MERIT MEDICAL SYSTEMS INC,151.398,16.147,12.82,403.835,021777,MMSI,Fred P. Lampropoulos,"chairman, president & CEO",305,268.305,1232.19,0,632.277,1,0,0,1,1
2005,MERIT MEDICAL SYSTEMS INC,166.585,11.909,9.725,329.334,021777,MMSI,Fred P. Lampropoulos,"chairman, president & CEO",377.116,96.524,1769.295,0,1233.853,1,1,1,0,0
2000,MINIMED INC,294.403,10.13,9.57,2668.732,061059,MNMD,Alfred E. Mann,chairman & CEO,398.462,0,5081.209,0,4682.24,1,0,0,0,0
2004,MONSTER BEVERAGE CORP,180.341,34.807,24.856,396.541,024316,MNST,Rodney Cyril Sacks,chairman & CEO,245,100,372.948,0,0,1,0,0,0,0
2005,MONSTER BEVERAGE CORP,348.886,50.017,38.304,1747.533,024316,MNST,Rodney Cyril Sacks,chairman & CEO,257.25,125,10243.688,0,9836.896000000001,1,0,0,0,0
2003,MENTOR CORP,422.168,27.624,10.983,1317.718,007250,MNT,Christopher J. Conway,chairman & CEO,425.724,2.13,1560.045,0,1102.817,1,1,1,1,1
2004,MENTOR CORP,483.397,31.333,11.491,1300.756,007250,MNT,Joshua H. Levine,president & CEO,375.079,310.145,2268.66,0,1566.201,1,0,0,0,0
2005,MENTOR CORP,268.272,21.219,8.634,1992.099,007250,MNT,Joshua H. Levine,president & CEO,496.125,152.5,6906.163,4216.8,2019.356,1,0,0,0,0
2000,MONY GROUP INC,1251.8,12.865,1.067,2281.392,115873,MNY,Michael Isor Roth,chairman & CEO,900,1100,3309.811,0,0,1,0,0,0,0
2001,MONY GROUP INC,2108.9,-2.963,-.237,1645.636,115873,MNY,Michael Isor Roth,chairman & CEO,950,0,2747.663,0,0,1,0,0,0,0
2002,MONY GROUP INC,2094.5,-1.041,-.105,1122.906,115873,MNY,Michael Isor Roth,chairman & CEO,950,712.5,5564.257,0,1888.643,1,0,0,0,0
2003,MONY GROUP INC,2320.3,1.466,.144,1505.08,115873,MNY,Michael Isor Roth,chairman & CEO,950,1425,5079.946,0,719.506,1,0,0,0,0
2000,ALTRIA GROUP INC,63276,56.714,10.763,97835.496,008543,MO,Geoffrey C. Bible,chairman & CEO,1750,3000,21780.452,0,8106.674,1,0,0,0,0
2001,ALTRIA GROUP INC,72944,43.66,10.081,99342.966,008543,MO,Geoffrey C. Bible,chairman & CEO,1875,3250,24671.432,0,18804.269,1,1,1,0,0
2002,ALTRIA GROUP INC,62182,56.998,12.682,83841.533,008543,MO,"Louis C. Camilleri, BA",chairman & CEO,1173.385,2000,11648.202,0,8005.728,1,1,1,0,0
2003,ALTRIA GROUP INC,60704,36.703,9.57,110536.38,008543,MO,"Louis C. Camilleri, BA",chairman & CEO,1415.385,2750,24829.294,12960.5,0,1,1,1,0,1
2004,ALTRIA GROUP INC,63963,30.67,9.266999999999999,125412.577,008543,MO,"Louis C. Camilleri, BA",chairman & CEO,1500,3250,13668.418,6956.25,0,1,0,0,1,1
2005,ALTRIA GROUP INC,68920,29.876,9.882,155594.612,008543,MO,"Louis C. Camilleri, BA",chairman & CEO,1663.462,4200,18134.969,7730,0,1,0,0,1,1
2004,MODINE MANUFACTURING CO,1543.93,9.346,5.352,1020.449,007486,MOD,David B. Rayburn,president & CEO,621.226,440.625,2402.815,1013.075,264.549,1,1,1,1,1
2005,MODINE MANUFACTURING CO,1628.9,12.02,5.774,990.374,007486,MOD,David B. Rayburn,president & CEO,696.552,463.852,2650.382,1145.78,266.081,1,1,1,0,0
2002,MGI PHARMA INC,28.203,-98.52500000000001,-44.648,182.533,007504,MOGN,Charles N. Blitzer,chairman & CEO,392.2,176.49,634.865,0,0,1,0,0,1,0
2003,MGI PHARMA INC,49.385,-39.53,-30.27,1298.612,007504,MOGN,"Leon O. Moulder, Jr.",president & CEO,300,180,1739.398,0,1234.46,1,0,0,0,0
2004,MGI PHARMA INC,195.667,-74.861,-19.646,1988.402,007504,MOGN,"Leon O. Moulder, Jr.",president & CEO,400,220,8570.404,710.52,7214.281,1,0,0,0,0
2005,MGI PHARMA INC,279.362,-121.449,-28.078,1330.26,007504,MOGN,"Leon O. Moulder, Jr.",president & CEO,450,168,778.8,134.55,0,1,0,0,0,0
2000,MOLEX INC,2217.096,13.041,9.9,8157.874,007506,MOLX,Frederick A. Krehbiel,co-chmn. & co-CEO,551.2569999999999,905.378,1733.645,0,102.636,0,0,0,0,0
2001,MOLEX INC,2365.549,11.549,9.212,6491.536,007506,MOLX,Frederick A. Krehbiel,co-chairman & co-CEO,531,0,1002.577,0,217.406,0,0,0,0,0
2002,MOLEX INC,1711.497,4.185,3.393,5915.585,007506,MOLX,J. Joseph King,vice chairman & chief operating officer,436.59,0,1873.878,0,1399.74,0,0,0,0,0
2003,MOLEX INC,1843.098,4.477,3.637,4808.087,007506,MOLX,J. Joseph King,vice chairman & CEO,597.876,0,3194.175,70,2475.201,0,0,0,0,0
2005,MOLEX INC,2548.652,7.122,5.662,4685.414,007506,MOLX,Frederick A. Krehbiel,co-chairman & CEO,450,0,773.6900000000001,0,246.103,0,0,0,0,0
2000,MONSANTO CO,5493,2.384,1.492,6900.938,140760,MON,Hendrik A. Verfaillie,president & CEO,283.333,925,13080.365,0,11793.236,1,0,0,0,0
2003,MONSANTO CO,4936,1.552,.846,6732.806,140760,MON,"Frank V. AtLee, III",president & CEO,0,0,1473.086,0,998.718,1,0,0,0,0
2004,MONSANTO CO,5457,5.154,2.957,9773.188,140760,MON,Hugh Grant,"chairman, president & CEO",937.5,1200,4177.488,0,1821.721,1,0,0,0,0
2005,MONSANTO CO,6294,2.797,1.484,17149.722,140760,MON,Hugh Grant,"chairman, president & CEO",1037.115,2205,7017.091,0,3447.246,1,0,0,0,0
2000,MPS GROUP INC,1827.686,9.189,7.242,397.741,030608,MPS,Derek E. Dewan,"chairman, president & CEO",500,0,898.001,0,348.523,1,1,0,1,1
2001,MPS GROUP INC,1548.489,.636,.54,701.005,030608,MPS,Timothy Payne,president & CEO,500,332,5861.288,787.6,3491.688,1,0,0,0,0
2002,MPS GROUP INC,1154.97,-1.611,-1.402,568.221,030608,MPS,Timothy Payne,president & CEO,500,601.867,4278.621,524,1902.754,1,0,0,0,0
2003,MPS GROUP INC,1096.03,2.752,2.445,976.402,030608,MPS,Timothy Payne,president & CEO,500,591,1094.615,0,0,1,0,0,0,0
2004,MPS GROUP INC,1426.842,4.239,3.71,1257.238,030608,MPS,Timothy Payne,president & CEO,600,603,2828.682,1172,388.919,1,0,0,0,1
2005,MPS GROUP INC,1684.699,6.803,5.797,1382.762,030608,MPS,Timothy Payne,president & CEO,600,810,3871.421,1040,1275.171,1,0,0,0,0
2005,MERCURY SYSTEMS INC,250.172,15.259,8.004,574.202,066393,MRCY,James R. Bertelli,president & CEO,419.015,419.083,2110.701,174.57,964.555,1,0,0,0,0
2000,MERCK & CO,40363.2,45.992,17.093,215908.425,007257,MRK,Raymond V. Gilmartin,"chairman, president & CEO",1283.34,1700,12478.387,0,9487.397000000001,1,0,0,0,0
2001,MERCK & CO,47715.7,45.369,16.547,133753.007,007257,MRK,Raymond V. Gilmartin,"chairman, president & CEO",1383.338,1500,17737.728,0,14846.74,1,0,0,0,0
